"set_num","name","year","num_parts","theme"
"311-4","Airplanes",1961,79,"Vehicle"
"31-2","Medium Ship Set",1973,21,"Service Packs"
"312-3","Tanker",1973,111,"Boat"
"312-4","Boats",1961,107,"Vehicle"
"313-1","London Bus",1966,140,"Vehicle"
"31313-1","Mindstorms EV3",2013,600,"Mindstorms"
"314-1","Police Boat",1976,52,"Boat"
"314-2","Large & Small Wheels & Turn-Table",1963,35,"Vehicle"
"3146-1","Carry and Shopping Accessories",1999,12,"Service Packs"
"315-1","Basic Building Set",1990,62,"Universal Building Set"
"315-2","Container Transport",1976,84,"Boat"
"315-3","European Taxie",1963,48,"Vehicle"
"316-1","Fire Fighter Ship",1978,141,"Boat"
"316-2","Farm Tractor",1963,49,"Vehicle"
"317-1","Truck",1963,125,"Vehicle"
"317-2","Basic Building Set",1987,68,"Universal Building Set"
"3177-1","Small Car",2010,43,"City"
"3178-1","Seaplane",2010,101,"City"
"3179-1","Repair Truck",2010,122,"City"
"3180-1","Tank Truck",2010,221,"Town"
"318-1","Windmill Set",1963,153,"Classic"
"3181-1","Passenger Plane",2010,308,"City"
"3181-2","Passenger Plane - ANA Version",2010,296,"City"
"3182-1","Airport",2010,704,"City"
"3183-1","Stephanie’s Cool Convertible",2012,148,"Friends"
"3184-1","Adventure Camper",2012,324,"Friends"
"3185-1","Summer Riding Camp",2012,1158,"Friends"
"3186-1","Emma's  Horse Trailer",2012,232,"Friends"
"3187-1","Butterfly Beauty Shop",2012,240,"Friends"
"3188-1","Heartlake Vet",2012,371,"Friends"
"3189-1","Heartlake Stables",2012,424,"Friends"
"319-1","Truck with Trailer",1965,74,"Vehicle"
"3194-1","Clikits Bracelet Heart",2004,9,"Clikits"
"3195-1","Clikits Bracelet Daisy",2004,9,"Clikits"
"3196-1","Clikits Bracelet Star",2004,9,"Clikits"
"3197-1","Small Aircraft",2001,15,"Universal Building Set"
"320-1","Basic Building Set",1985,78,"Universal Building Set"
"320-2","Airplane",1965,120,"Vehicle"
"321-1","Clowns",1965,223,"Classic"
"3219-1","TIE Fighter - Mini",2003,12,"Star Wars"
"32-2","Large Ship Set",1973,57,"Minitalia"
"322-1","Basic Set",1981,82,"Universal Building Set"
"3221-1","LEGO® City Truck",2010,277,"City"
"322-2","Town House",1964,171,"Classic"
"3222-1","Helicopter and Limousine",2010,250,"City"
"322-3","Basic Building Set + Storage Case",1983,2,"Universal Building Set"
"3223-1","Orange Fish",2003,43,"Designer Sets"
"3225-1","Classic Train",1998,281,"Train"
"3226-1","Cars and Planes",1998,311,"Freestyle"
"323-1","Train",1964,253,"Vehicle"
"3233-1","Fantasy Bird",1998,28,"Freestyle"
"3234-1","Fantasy Boat",1998,27,"Freestyle"
"324-1","Ricky Racoon on his Scooter",1979,2,"Fabuland"
"324-2","House with Garage",1964,174,"Classic"
"3243-1","Scala Kitchen",1997,13,"Other"
"325-1","Basic Building Set",1990,109,"Universal Building Set"
"325-2","Percy Pig's Wheelbarrow",1979,4,"Fabuland"
"325-3","Shell Service Station",1966,101,"Classic"
"3259-1","Kanoka Launcher And Disc",2004,2,"Bionicle"
"326-1","Small Cottage",1965,63,"Classic"
"327-1","Basic Building Set",1987,107,"Universal Building Set"
"328-1","Moe Mouse's Roadster",1979,23,"Fabuland"
"328-2","Biplane",1967,44,"Vehicle"
"3287-1","Takutanuva",2004,2,"Bionicle"
"329-1","Antique Car",1967,111,"Vehicle"
"329-2","Bernard Bear and Pickup Truck",1979,27,"Fabuland"
"3300000-1","The Brick Apple (LEGO Store Grand Opening Set, Rockefeller Center, New York, NY)",2010,133,"LEGO Brand Store"
"3300001-1","Brickley",2011,197,"Creator"
"3300002-1","Holiday Set 2 of 2",2011,117,"Seasonal"
"3300003-1","Lego Brand Retail Store",2012,279,"LEGO Brand Store"
"3300005-1","LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,56,"LEGO Brand Store"
"3300006-1","The Routemaster Bus (LEGO Store Grand Opening Set, Westfield, London, UK)",2011,117,"LEGO Brand Store"
"3300014-1","Holiday Set 2012",2012,109,"Seasonal"
"3300020-1","Holiday Set 1 of 2",2011,98,"Seasonal"
"3300-1","Harold the Helicopter",2006,6,"Duplo"
"330-1","Basic Building Set",1985,158,"Universal Building Set"
"330-2","Gas Station",1978,211,"Building Set with People"
"3302-1","Soccer Field",1998,2,"Sports"
"330-3","Jeep",1968,65,"Vehicle"
"3303-1","Field Accessories",1998,50,"Sports"
"3304-1","Dutch National Player",1998,4,"Sports"
"3305-1","World Team Player",1998,4,"Sports"
"3305-2","World Team Player - Limited Edition (England)",1998,4,"Sports"
"3305-3","World Team Player - Limited Edition (Netherlands)",1998,4,"Sports"
"3306-1","Soccer Goalies",1998,8,"Sports"
"3308-1","Tribune",1998,85,"Sports"
"3309-1","Head Tribune",1998,95,"Sports"
"3310-1","Commentator and Press Box",1998,94,"Sports"
"331-1","Dump Truck",1967,45,"Vehicle"
"3311-1","Camera Tower",1998,100,"Sports"
"3312-1","Medic's Station",1998,78,"Sports"
"3313-1","Light Poles",1998,101,"Sports"
"3314-1","Stadium Security",1998,143,"Sports"
"3315-1","Olivia’s House",2012,733,"Friends"
"3316-1","Advent Calender 2012, Friends",2012,24,"Advent"
"3316-10","Advent Calendar 2012, Friends (Day 9) - Breakfast",2012,8,"Advent Sub-Set"
"3316-11","Advent Calendar 2012, Friends (Day 10) - Sled Trailer #1",2012,10,"Advent Sub-Set"
"3316-12","Advent Calendar 2012, Friends (Day 11) - Present for Dog",2012,8,"Advent Sub-Set"
"3316-13","Advent Calendar 2012, Friends (Day 12) - Dog",2012,1,"Advent Sub-Set"
"3316-14","Advent Calendar 2012, Friends (Day 13) - Stool and Plate with Candies",2012,9,"Advent Sub-Set"
"3316-15","Advent Calendar 2012, Friends (Day 14) - Dog Basket with Bone",2012,9,"Advent Sub-Set"
"3316-16","Advent Calendar 2012, Friends (Day 15) - Sled Trailer #2",2012,8,"Advent Sub-Set"
"3316-17","Advent Calendar 2012, Friends (Day 16) - Basket with Broom and Snow Balls",2012,6,"Advent Sub-Set"
"3316-18","Advent Calendar 2012, Friends (Day 17) - Mailbox with Letter",2012,8,"Advent Sub-Set"
"3316-19","Advent Calendar 2012, Friends (Day 18) - Lime/White Present With Letter",2012,8,"Advent Sub-Set"
"3316-2","Advent Calendar 2012, Friends (Day 1) - Olivia, Long Sleeve Chrismas Top",2012,4,"Advent Sub-Set"
"3316-20","Advent Calendar 2012, Friends (Day 19) - Handbag",2012,1,"Advent Sub-Set"
"3316-21","Advent Calendar 2012, Friends (Day 20) - Flower Arrangement",2012,8,"Advent Sub-Set"
"3316-22","Advent Calendar 2012, Friends (Day 21) - Fireplace",2012,21,"Advent Sub-Set"
"3316-23","Advent Calendar 2012, Friends (Day 22) - Christmas Tree",2012,18,"Advent Sub-Set"
"3316-24","Advent Calendar 2012, Friends (Day 23) - Medium Blue/White Present with Letter",2012,11,"Advent Sub-Set"
"3316-25","Advent Calendar 2012, Friends (Day 24) - Corner Table with Beauty Accessories",2012,11,"Advent Sub-Set"
"3316-3","Advent Calendar 2012, Friends (Day 2) - Sled",2012,9,"Advent Sub-Set"
"3316-4","Advent Calendar 2012, Friends (Day 3) - Street Light with Garland",2012,12,"Advent Sub-Set"
"3316-5","Advent Calendar 2012, Friends (Day 4) - Skis and Ski Poles",2012,4,"Advent Sub-Set"
"3316-6","Advent Calendar 2012, Friends (Day 5) - Snowman",2012,7,"Advent Sub-Set"
"3316-7","Advent Calendar 2012, Friends (Day 6) - Christina, Red Christmas Outfit",2012,4,"Advent Sub-Set"
"3316-8","Advent Calendar 2012, Friends (Day 7) - Friends Accessories",2012,20,"Advent Sub-Set"
"3316-9","Advent Calendar 2012, Friends (Day 8) - Table with Stool",2012,9,"Advent Sub-Set"
"3317-1","German National Player",1998,4,"Sports"
"3318-1","English Player",1998,4,"Sports"
"3320-1","Austrian Player",1998,4,"Sports"
"332-1","Tow Truck",1967,56,"Vehicle"
"3323-1","Kaufhof Promotional Set: German National Player and Ball",1998,5,"Sports"
"3324-1","Kaufhof Promotional Set: World Team Player and Ball",1998,5,"Sports"
"3330-1","Racing Car",1998,17,"Universal Building Set"
"333-1","Basic Set",1981,100,"Universal Building Set"
"3331-1","Bird",1998,14,"Universal Building Set"
"333-2","Delivery Truck",1967,68,"Vehicle"
"3332-1","Plane",1998,18,"Universal Building Set"
"3333-1","Helicopter",1998,17,"Universal Building Set"
"3340-1","Star Wars #1 - Sith Minifig Pack",2000,30,"Star Wars"
"334-1","Truck with Flatbed",1967,72,"Vehicle"
"3341-1","Star Wars #2 - Luke/Han/Boba Minifig Pack",2000,25,"Star Wars"
"3342-1","Star Wars #3 - Troopers/Chewie Minifig Pack",2000,25,"Star Wars"
"3343-1","Star Wars #4 - Battle Droid Minifig Pack",2000,33,"Star Wars"
"3344-1","One Minifig Pack - Ninja #1",2000,10,"Ninja"
"3345-1","Three Minifig Pack - Ninja #2",2000,24,"Ninja"
"3346-1","Three Minifig Pack - Ninja #3",2000,26,"Ninja"
"3347-1","One Minifig Pack - Rock Raiders #1",2000,8,"Rock Raiders"
"3348-1","Three Minifig Pack - Rock Raiders #2",2000,23,"Rock Raiders"
"3349-1","Three Minifig Pack - Rock Raiders #3",2000,29,"Rock Raiders"
"3350-1","City #1",2000,27,"Town"
"335-1","Basic Building Set",1990,245,"Universal Building Set"
"3351-1","Three Minifig Pack - City #2",2000,24,"Town"
"335-2","Transport Truck",1967,99,"Vehicle"
"336-1","Fire Engine",1968,76,"Vehicle"
"3365-1","Moon Buggy",2011,37,"Town"
"3366-1","Satellite Launcher",2011,164,"Town"
"3367-1","Space Shuttle",2011,230,"Town"
"3368-1","Rocket Launch Center",2011,498,"Town"
"337-1","Basic Building Set",1987,225,"Universal Building Set"
"337-2","Truck with Crane and Caterpillar Track",1969,92,"Vehicle"
"3380-1","Johnny Thunder Chupa Chups Promotional",2003,5,"Adventurers"
"338-1","Ambulance",1970,74,"Legoland"
"3381-1","Lord Sam Sinister Chupa Chups Promotional",2003,5,"Adventurers"
"338-2","Blondi the Pig and Taxi Station",1979,33,"Fabuland"
"3382-1","Jing Lee the Wanderer Chupa Chups Promotional",2003,4,"Adventurers"
"3383-1","Chef",2003,6,"World City"
"3384-1","Train Worker Chupa Chups Promotional",2003,4,"9V"
"3385-1","Conductor Charlie",2003,6,"9V"
"3386-1","Xtreme Stunts Pepper Roni Chupa Chups Promotional",2003,4,"Island Xtreme Stunts"
"3387-1","Xtreme Stunts Brickster Chupa Chups Promotional",2003,4,"Island Xtreme Stunts"
"3388-1","Xtreme Stunts Snap Lockitt Chupa Chups Promotional",2003,4,"Island Xtreme Stunts"
"3389-1","Skateboarder Bill Chupa Chups Promotional",2003,7,"Sports"
"3390-1","Basketball Street Player Chupa Chups Promotional",2003,5,"Sports"
"3391-1","Dash, Mission Deep Sea, Chupa Chups Promotional",2003,9,"Alpha Team"
"3-4","Basic Set",1973,191,"Universal Building Set"
"340-1","Basic Building Set",1985,220,"Universal Building Set"
"3401-1","Shoot 'n' Score - without ZIDANE / Adidas Minifig",2000,24,"Sports"
"3401-2","Shoot 'n' Score - with ZIDANE / Adidas Minifig",2000,24,"Sports"
"340-2","Fire Trucks",1978,277,"Building Set with People"
"3402-1","Grandstand with Lights",2000,60,"Sports"
"340-3","Railroad Control Tower",1968,74,"Classic"
"3403-1","Fans' Grandstand with Scoreboard",2000,80,"Sports"
"3404-1","Black Bus",2000,130,"Sports"
"3405-1","Blue Bus",2000,130,"Sports"
"3406-1","Americas Bus",2000,130,"Sports"
"3407-1","Red Bus",2000,130,"Sports"
"3408-1","Super Sports Coverage",2000,224,"Sports"
"3409-1","Championship Challenge",2000,293,"Sports"
"3409-2","Championship Challenge - Special Edition with Orange Players",2000,1,"Sports"
"3409-3","Championship Challenge",2000,295,"Sports"
"3410-1","Field Expander",2000,52,"Sports"
"341-1","Warehouse",1968,123,"Classic"
"3411-1","Team Transport Bus",2000,131,"Sports"
"341-2","Cathy Cat's & Morty Mouse's Cottage",1979,115,"Fabuland"
"3412-1","Point Shooting",2000,24,"Sports"
"3413-1","Goal Keeper",2000,27,"Sports"
"3414-1","Precision Shooting",2000,22,"Sports"
"3416-1","Women's Team",2001,67,"Sports"
"3418-1","Point Shooting",2001,24,"Sports"
"3419-1","Precision Shooting",2001,23,"Sports"
"3420-1","Championship Challenge II",2002,387,"Sports"
"3420-2","Championship Challenge II - FC Bayern Promo Edition",2003,387,"Sports"
"3420-3","Championship Challenge II - L'Equipe de France Promo Edition",2002,387,"Sports"
"3420-4","Championship Challenge II - Sports Edition",2004,387,"Sports"
"342-1","Station",1968,191,"Classic"
"3421-1","3 v 3 Shootout",2002,224,"Sports"
"3422-1","Shoot 'N Save (non-promo)",2002,110,"Sports"
"3422-2","Shoot 'N Save (FC Bayern Promo Edition)",2003,114,"Sports"
"3423-1","Freekick Frenzy",2002,52,"Sports"
"3424-1","Target Practice",2002,36,"Sports"
"3425-1","Grand Championship Cup - U.S. Men's Team Cup Edition",2002,568,"Sports"
"3425-2","Grand Championship Cup",2002,568,"Sports"
"3426-1","Team Transport Bus Adidas Edition",2002,131,"Sports"
"3427-1","NBA Slam Dunk",2003,55,"Sports"
"3428-1","One vs One Action",2003,39,"Sports"
"3429-1","Ultimate Defense",2003,82,"Sports"
"3430-1","Spin & Shoot",2002,70,"Sports"
"343-1","Train Ferry",1968,147,"Vehicle"
"3431-1","Streetball 2 vs 2",2003,186,"Sports"
"3432-1","NBA Challenge",2003,450,"Sports"
"3433-1","NBA Ultimate Arena",2003,490,"Sports"
"3438-1","McDonald's Restaurant",1999,93,"Classic Town"
"3439-1","Spy Runner",2000,105,"Classic Town"
"3440-1","NBA Jam Session Co-Pack",2003,71,"Sports"
"344-1","Bungalow",1969,77,"Legoland"
"344-2","Service Station",1979,84,"Fabuland"
"3442-1","Legoland California Truck, Limited Edition",1998,104,"Classic Town"
"3444-1","2 x 4 Ridge Roof Tiles Steep Sloped Black",2000,25,"Bulk Bricks"
"3445-1","2 x 4 Ridge Roof Tiles Steep Sloped Red",2000,25,"Bulk Bricks"
"3446-1","2 x 2 Window White",2000,25,"Bulk Bricks"
"3447-1","1 x 3 x 4 Wall Element Transparent Blue (Train Window)",2000,25,"Bulk Bricks"
"3448-1","1 x 4 x 5 Black Window Frames with Clear Panes",2000,20,"Bulk Bricks"
"3449-1","1 x 4 x 6 Black Door Frame with Transparent Blue Panes",2000,10,"Bulk Bricks"
"3450-1","Statue of Liberty",2000,2899,"Sculptures"
"345-1","House with Mini Wheel Car",1969,132,"Legoland"
"3451-1","Sopwith Camel",2001,575,"Sculptures"
"345-2","Small Bucket for Her",1993,135,"Universal Building Set"
"3453-1","2 x 2 Black Bricks",2000,100,"Bulk Bricks"
"3454-1","2 x 2 Light Gray Bricks",2003,100,"Bulk Bricks"
"3455-1","2 x 2 White Bricks",2003,100,"Bulk Bricks"
"3456-1","2 x 2 Dark Green Bricks",2000,100,"Bulk Bricks"
"3457-1","2 x 2 Red Bricks",2000,100,"Bulk Bricks"
"3458-1","2 x 4 Black Bricks",2000,50,"Bulk Bricks"
"3459-1","2 x 4 Light Gray Bricks",2003,50,"Bulk Bricks"
"3460-1","2 x 4 White Bricks",2003,50,"Bulk Bricks"
"346-1","Jumbo Jet",1970,117,"Legoland"
"3461-1","2 x 4 Dark Green Bricks",2000,50,"Bulk Bricks"
"346-2","House with Car",1969,167,"Legoland"
"3462-1","2 x 4 Red Bricks",2000,50,"Bulk Bricks"
"3463-1","2 x 8 Black Bricks",2000,25,"Bulk Bricks"
"3464-1","2 x 8 Light Gray Bricks",2003,25,"Bulk Bricks"
"3465-1","2 x 8 White Bricks",2003,25,"Bulk Bricks"
"3466-1","2 x 8 Dark Green Bricks",2000,25,"Bulk Bricks"
"3467-1","2 x 8 Red Bricks",2000,25,"Bulk Bricks"
"3468-1","1 x 4 Black Bricks",2000,50,"Bulk Bricks"
"3469-1","1 x 4 Light Gray Bricks",2003,50,"Bulk Bricks"
"3470-1","1 x 4 White Bricks",2003,50,"Bulk Bricks"
"347-1","Fire Station with Mini Cars",1970,205,"Legoland"
"3471-1","1 x 4 Dark Green Bricks",2000,50,"Bulk Bricks"
"347-2","Basic Building Set",1987,330,"Universal Building Set"
"3472-1","1 x 4 Red Bricks",2000,50,"Bulk Bricks"
"347-3","Doc David's Hospital",1979,100,"Fabuland"
"3473-1","1 x 6 Black Bricks",2000,50,"Bulk Bricks"
"3474-1","1 x 6 Light Gray Bricks",2000,50,"Bulk Bricks"
"3475-1","1 x 6 White Bricks",2000,50,"Bulk Bricks"
"3476-1","1 x 6 Dark Green Bricks",2000,50,"Bulk Bricks"
"3477-1","1 x 6 Red Bricks",2000,50,"Bulk Bricks"
"3478-1","1 x 8 Black Bricks",2000,25,"Bulk Bricks"
"3479-1","1 x 8 Light Grey Bricks",2000,25,"Bulk Bricks"
"3480-1","1 x 8 White Bricks",2003,25,"Bulk Bricks"
"348-1","Garage with Automatic Doors",1971,38,"Legoland"
"3481-1","1 x 8 Dark Green Bricks",2000,25,"Bulk Bricks"
"3482-1","1 x 8 Red Bricks",2000,25,"Bulk Bricks"
"3483-1","2 x 4 Black Plates",2000,100,"Bulk Bricks"
"3484-1","2 x 4 White Plates",2000,100,"Bulk Bricks"
"3485-1","2 x 4 Red Plates",2000,100,"Bulk Bricks"
"3486-1","1 x 6 Black Plates",2000,50,"Bulk Bricks"
"3487-1","1 x 6 White Plates",2000,50,"Bulk Bricks"
"3488-1","1 x 6 Red Plates",2000,50,"Bulk Bricks"
"3489-1","2 x 8 Black Plates",2000,25,"Bulk Bricks"
"3490-1","2 x 8 White Plates",2000,25,"Bulk Bricks"
"349-1","Swiss Chalet",1971,81,"Legoland"
"3491-1","2 x 8 Red Plates",2000,25,"Bulk Bricks"
"3492-1","2 x 2 Black Smooth Tiles",2000,100,"Bulk Bricks"
"3493-1","2 x 2 White Smooth Tiles",2000,100,"Bulk Bricks"
"3494-1","2 x 2 Red Smooth Tiles",2000,100,"Bulk Bricks"
"3495-1","2 x 2 Roof Tiles Steep Sloped Black",2003,100,"Bulk Bricks"
"3496-1","2 x 2 Roof Tiles Steep Sloped Red",2003,100,"Bulk Bricks"
"3497-1","2 x 4 Roof Tile Black",2003,50,"Bulk Bricks"
"3498-1","2 x 4 Roof Tile Red",2000,50,"Bulk Bricks"
"3499-1","Small Spruce Trees",2000,25,"Bulk Bricks"
"3500-1","Kobe Bryant",2003,4,"Sports"
"350-1","Spanish Villa",1971,126,"Legoland"
"3501-1","Jet-Car",1998,26,"Znap"
"350-2","Basic Building Set",1985,315,"Universal Building Set"
"3502-1","Bi-Wing",1998,24,"Znap"
"350-3","Town Hall with Leonard Lion & Friends",1979,134,"Fabuland"
"3503-1","Mini-Sonic",1998,22,"Znap"
"3504-1","Hook-Truck",1998,30,"Znap"
"3505-1","Aeroplane",1999,23,"Znap"
"3506-1","Motorbike",1999,26,"Znap"
"3507-1","1 x 4 x 3 Wall Element Clear",2001,25,"Bulk Bricks"
"3508-1","1 x 4 x 5 Black Window Frame with Blue Pane",2001,20,"Bulk Bricks"
"35-1","Screws for Motor Case",1977,2,"Service Packs"
"3510-1","Polybag",1998,25,"Znap"
"351-1","Loader Hopper with Truck",1971,170,"Legoland"
"3520-1","Forklift",1999,39,"Znap"
"352-1","Windmill and Lorry",1972,142,"Legoland"
"3521-1","Racer",1999,35,"Znap"
"3529-1","Pau Gasol",2003,4,"Sports"
"3530-1","Tony Parker",2003,4,"Sports"
"353-1","Terrace House with Car and Garage",1972,153,"Legoland"
"3531-1","Tri-Bike",1998,29,"Znap"
"3532-1","Jet-Ski",1998,27,"Znap"
"3535-1","Skateboard Street Park",2003,68,"Sports"
"3536-1","Snowboard Big Air Comp",2003,81,"Sports"
"3537-1","Skateboard Vert Park Challenge",2003,91,"Sports"
"3538-1","Snowboard Boarder Cross Race",2003,196,"Sports"
"3540-1","Puck Passer",2003,45,"Sports"
"354-1","Police Heliport",1972,173,"Legoland"
"3541-1","Slap Shot",2003,46,"Sports"
"3542-1","Flip Shot",2003,47,"Sports"
"3543-1","Slammer Goalie",2003,46,"Sports"
"3544-1","Hockey Game Set",2003,153,"Sports"
"3545-1","Hockey Puck Feeder",2003,151,"Sports"
"3548-1","Slam Dunk Trainer",2003,19,"Sports"
"3548-2","Slam Dunk Trainer (Kabaya Promotional)",2003,19,"Sports"
"3549-1","Practice Shooting",2003,17,"Sports"
"3549-2","Practice Shooting (Kabaya Promotional)",2003,17,"Sports"
"3550-1","Jump and Shoot",2003,17,"Sports"
"3550-2","Jump and Shoot (Kabaya Promotional)",2003,17,"Sports"
"355-1","Town Center Set with Roadways",1972,332,"Legoland"
"3551-1","Dino-Jet",1998,80,"Znap"
"355-2","Basic Set",1981,160,"Universal Building Set"
"3552-1","Hover Sub with motor",1998,126,"Znap"
"3554-1","Helicopter",1999,79,"Znap"
"3555-1","Jeep",1999,262,"Znap"
"3557-1","Blue Player & Goal",2004,33,"Sports"
"3558-1","Red Player & Goal",2004,33,"Sports"
"3559-1","Red & Blue Player",2004,40,"Sports"
"3560-1","NBA Collectors #1",2003,15,"Sports"
"356-1","Swiss Villa",1973,150,"Legoland"
"3561-1","NBA Collectors #2",2003,15,"Sports"
"356-2","Basic Building Set with Storage Case",1987,331,"Universal Building Set"
"3562-1","NBA Collectors #3",2003,16,"Sports"
"3563-1","NBA Collectors #4",2003,15,"Sports"
"3564-1","NBA Collectors #5",2003,15,"Sports"
"3565-1","NBA Collectors #6",2003,15,"Sports"
"3566-1","NBA Collectors #7",2003,15,"Sports"
"3567-1","NBA Collectors #8",2003,15,"Sports"
"3568-1","Soccer Target Practice",2006,24,"Sports"
"3569-1","Grand Soccer Stadium",2006,382,"Sports"
"3570-1","Street Soccer",2006,199,"Sports"
"357-1","Fire Station",1973,236,"Legoland"
"3571-1","Blackmobile with motor",1998,143,"Znap"
"3573-1","Superstar Figure ",2007,9,"Sports"
"3578-1","NHL Championship Challenge",2004,395,"Sports"
"3579-1","Street Hockey",2004,119,"Sports"
"358-1","Rocket Base",1973,276,"Legoland"
"3581-1","Formula Z Car in Storage Case",1998,172,"Znap"
"3582-1","Ant",1999,258,"Znap"
"3584-1","Rapid Return",2003,47,"Sports"
"3585-1","Snowboard Super Pipe",2003,224,"Sports"
"359-1","Environment Plate",1972,1,"Universal Building Set"
"3591-1","Heli-Transport (Rota-Beast)",1998,265,"Znap"
"3594-1","Bob's Workshop",2009,14,"Duplo"
"3598-1","XXL 2000 Canister",2005,2000,"Creator"
"3599-1","XXL 250 Canister",2005,250,"Duplo"
"3-6","Medium House Set",1970,158,"Minitalia"
"3600-1","Build Your Own House Tub",2005,1201,"Creator"
"360-1","Gravel Quarry",1974,211,"Legoland"
"3601-1","Elton Elephant",1981,7,"Fabuland"
"3602-1","Bianca Lamb and Stroller",1980,4,"Fabuland"
"3603-1","Boris Bulldog and Mailbox",1981,4,"Fabuland"
"3604-1","Marc Monkey and Wheelbarrow",1980,4,"Fabuland"
"3605-1","Ricky Racoon and his Scooter",1980,2,"Fabuland"
"361-1","Tea Garden Cafe with Baker's Van",1974,214,"Legoland"
"361-2","Garage",1979,79,"Classic Town"
"3612-1","Wild Animals",2002,32,"Duplo"
